query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	intersection
CD4 Teff	TRUE	5.438120805704843e-7	180	174	28	0.16091954022988506	0.15555555555555556	GO:0050863	GO:BP	regulation of T cell activation	4972	13976	Lgals3,Lgals1,Ifng,Cd4,Cd28,Anxa1,Cd6,Thy1,Tnfsf11,Ccr2,Ndfip1,Cd40lg,Adam8,Ctla4,Il2ra,Cd47,Actb,Cd5,Slamf1,Tbx21,Itgal,Dock8,Gata3,Fgl2,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	5.969213643114726e-7	249	174	33	0.1896551724137931	0.13253012048192772	GO:0002694	GO:BP	regulation of leukocyte activation	4972	1226	Lgals3,Lgals1,Ifng,Id2,Cd4,Cd28,Samsn1,Anxa1,Cd6,Thy1,Jund,Tnfsf11,Ccr2,Ndfip1,Cd40lg,Adam8,Ctla4,Il2ra,Cd47,Rora,Actb,Cd5,Slamf1,Tbx21,Syt11,Itgal,Dock8,Gata3,Fgl2,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	6.383582934963687e-7	373	174	41	0.23563218390804597	0.10991957104557641	GO:0046649	GO:BP	lymphocyte activation	4972	12911	Lgals3,Lgals1,Cd44,Ifng,Id2,Cd4,Rbpj,Cd28,Samsn1,Anxa1,Tnfrsf4,Cd2,Cd6,Thy1,Tnfsf11,Ccr2,Runx2,Ndfip1,Cd40lg,Adam8,Ctla4,Il2ra,Cd47,Rora,Actb,Cd5,Slamf1,Tbx21,Lcp1,Cdk6,Cd3g,Cmtm7,Itgal,Dock8,Igtp,Gata3,Fgl2,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	7.570277753480562e-7	209	174	30	0.1724137931034483	0.14354066985645933	GO:0022407	GO:BP	regulation of cell-cell adhesion	4972	6913	Lgals1,Cd44,Ifng,Cd4,Cd28,Anxa1,Rgcc,Cd6,Klf4,Myadm,Thy1,Tnfsf11,Ccr2,Ndfip1,Cd40lg,Adam8,Ctla4,Il2ra,Cd47,Actb,Cd5,Slamf1,Tbx21,Itgal,Dock8,Gata3,Fgl2,Spn,Coro1a,Laptm5
CD4 Teff	TRUE	7.993222976757494e-7	71	174	18	0.10344827586206896	0.2535211267605634	GO:0071674	GO:BP	mononuclear cell migration	4972	17661	Lgals3,Dusp1,Anxa1,Plec,Csf1,Tnfsf11,Ccr2,Adam8,Cd47,Slamf1,Tbx21,Itgal,Dock8,Gata3,Cxcr3,Spn,Coro1a,Cdc42
CD4 Teff	TRUE	2.409281188108117e-6	117	174	22	0.12643678160919541	0.18803418803418803	GO:0009897	GO:CC	external side of plasma membrane	4972	656	Ifng,Cd4,Ly6a,Cd28,Anxa1,Cd2,Thy1,Ccr2,Anxa5,H2-D1,Cd40lg,Ctla4,Capn2,Il2ra,Cd5,Slamf1,Pdcd1,Cd3g,Itgal,Cxcr3,Spn,Antxr2
CD4 Teff	TRUE	3.0292283779698447e-6	264	174	33	0.1896551724137931	0.125	GO:0050865	GO:BP	regulation of cell activation	4972	13978	Lgals3,Lgals1,Ifng,Id2,Cd4,Cd28,Samsn1,Anxa1,Cd6,Thy1,Jund,Tnfsf11,Ccr2,Ndfip1,Cd40lg,Adam8,Ctla4,Il2ra,Cd47,Rora,Actb,Cd5,Slamf1,Tbx21,Syt11,Itgal,Dock8,Gata3,Fgl2,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	5.690077981854414e-6	226	174	30	0.1724137931034483	0.13274336283185842	GO:0051249	GO:BP	regulation of lymphocyte activation	4972	14277	Lgals3,Lgals1,Ifng,Id2,Cd4,Cd28,Samsn1,Anxa1,Cd6,Thy1,Tnfsf11,Ccr2,Ndfip1,Cd40lg,Adam8,Ctla4,Il2ra,Cd47,Actb,Cd5,Slamf1,Tbx21,Itgal,Dock8,Gata3,Fgl2,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	2.7120886828375425e-5	402	174	40	0.22988505747126436	0.09950248756218906	GO:0040011	GO:BP	locomotion	4972	10391	Vim,Lmna,S100a4,Lgals3,S100a11,Ifng,Dusp1,Iqgap1,Anxa1,Plec,Rgcc,Csf1,Klf4,Cxcr6,Myadm,Thy1,Tnfsf11,Ccr2,Anxa5,Adam8,Cd47,Slamf1,Zeb2,Atp2b4,Tmsb4x,Actg1,Cmtm7,Dock8,Gata3,Cxcr3,Spn,Coro1a,Arsb,Arpc2,Ctnna1,Cdc42,Pfn1,Lsp1,Cfl1,Rac2
CD4 Teff	TRUE	4.682180781037964e-5	161	174	24	0.13793103448275862	0.14906832298136646	GO:0031252	GO:CC	cell leading edge	4972	1077	Vim,S100a11,Cd44,S100a6,Iqgap1,Samsn1,Atp2b1,Anxa2,Sh3bgrl3,Myadm,Thy1,Raph1,Actb,Lcp1,Cdk6,Dock8,Wipf1,Trpv2,Coro1a,Arpc2,Ctnna1,Cdc42,Cfl1,Rac2
CD4 Teff	TRUE	5.87064790478037e-5	137	174	22	0.12643678160919541	0.16058394160583941	GO:1903039	GO:BP	positive regulation of leukocyte cell-cell adhesion	4972	23643	Lgals1,Cd44,Ifng,Cd4,Cd28,Anxa1,Cd6,Thy1,Tnfsf11,Ccr2,Cd40lg,Adam8,Il2ra,Cd47,Actb,Cd5,Slamf1,Itgal,Dock8,Gata3,Spn,Coro1a
CD4 Teff	TRUE	7.147780039291709e-5	126	174	21	0.1206896551724138	0.16666666666666666	GO:0050870	GO:BP	positive regulation of T cell activation	4972	13983	Lgals1,Ifng,Cd4,Cd28,Anxa1,Cd6,Thy1,Tnfsf11,Ccr2,Cd40lg,Adam8,Il2ra,Cd47,Actb,Cd5,Slamf1,Itgal,Dock8,Gata3,Spn,Coro1a
CD4 Teff	TRUE	1.0166786676693938e-4	209	174	27	0.15517241379310345	0.1291866028708134	GO:0098552	GO:CC	side of membrane	4972	3195	S100a6,Ifng,Cd4,Ly6a,Cd28,Iqgap1,Atp2b1,Anxa1,Cd2,Thy1,Ccr2,Gng2,Anxa5,H2-D1,Cd40lg,Ctla4,Capn2,Il2ra,Cd5,Slamf1,Pdcd1,Gnb2,Cd3g,Itgal,Cxcr3,Spn,Antxr2
CD4 Teff	TRUE	1.6323449151458544e-4	85	174	17	0.09770114942528736	0.2	GO:0042129	GO:BP	regulation of T cell proliferation	4972	10479	Lgals3,Ifng,Cd4,Cd28,Anxa1,Cd6,Ccr2,Ndfip1,Cd40lg,Ctla4,Il2ra,Slamf1,Itgal,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	2.1113887814850122e-4	109	174	19	0.10919540229885058	0.1743119266055046	GO:0042098	GO:BP	T cell proliferation	4972	10461	Lgals3,Ifng,Cd4,Cd28,Anxa1,Tnfrsf4,Cd6,Ccr2,Ndfip1,Cd40lg,Ctla4,Il2ra,Slamf1,Itgal,Dock8,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	2.3219474796090715e-4	147	174	22	0.12643678160919541	0.14965986394557823	GO:0022409	GO:BP	positive regulation of cell-cell adhesion	4972	6915	Lgals1,Cd44,Ifng,Cd4,Cd28,Anxa1,Cd6,Thy1,Tnfsf11,Ccr2,Cd40lg,Adam8,Il2ra,Cd47,Actb,Cd5,Slamf1,Itgal,Dock8,Gata3,Spn,Coro1a
CD4 Teff	TRUE	2.3355693351141614e-4	487	174	43	0.2471264367816092	0.08829568788501027	GO:0048870	GO:BP	cell motility	4972	13765	Vim,Lmna,Lgals3,S100a11,Cd44,Ifng,Dusp1,Iqgap1,Anxa1,Plec,Rgcc,Csf1,Klf4,Anxa6,Myadm,Thy1,Tnfsf11,Ccr2,Anxa5,Adam8,Cd47,Actb,Slamf1,Zeb2,Atp2b4,Tbx21,Lcp1,Tmsb4x,Actg1,Itgal,Dock8,Gata3,Dnaja1,Cxcr3,Spn,Coro1a,Arsb,Arpc2,Ctnna1,Cdc42,Pfn1,Cfl1,Rac2
CD4 Teff	TRUE	3.009301372667088e-4	136	174	21	0.1206896551724138	0.15441176470588236	GO:0050900	GO:BP	leukocyte migration	4972	14007	Lgals3,Ifng,Dusp1,Anxa1,Plec,Csf1,Thy1,Tnfsf11,Ccr2,Adam8,Cd47,Slamf1,Tbx21,Itgal,Dock8,Gata3,Cxcr3,Spn,Coro1a,Cdc42,Rac2
CD4 Teff	TRUE	5.887419681250444e-4	168	174	23	0.13218390804597702	0.13690476190476192	GO:0002696	GO:BP	positive regulation of leukocyte activation	4972	1228	Lgals1,Ifng,Cd4,Cd28,Anxa1,Cd6,Thy1,Jund,Tnfsf11,Ccr2,Cd40lg,Adam8,Il2ra,Cd47,Actb,Cd5,Slamf1,Tbx21,Itgal,Dock8,Gata3,Spn,Coro1a
CD4 Teff	TRUE	6.395329508476959e-4	155	174	22	0.12643678160919541	0.14193548387096774	GO:0051251	GO:BP	positive regulation of lymphocyte activation	4972	14279	Lgals1,Ifng,Cd4,Cd28,Anxa1,Cd6,Thy1,Tnfsf11,Ccr2,Cd40lg,Adam8,Il2ra,Cd47,Actb,Cd5,Slamf1,Tbx21,Itgal,Dock8,Gata3,Spn,Coro1a
CD4 Teff	TRUE	9.016968081579632e-4	345	174	34	0.19540229885057472	0.09855072463768116	GO:2000145	GO:BP	regulation of cell motility	4972	26560	Vim,Lmna,Lgals3,S100a11,Ifng,Dusp1,Iqgap1,Anxa1,Rgcc,Csf1,Klf4,Myadm,Thy1,Ccr2,Anxa5,Adam8,Cd47,Slamf1,Zeb2,Atp2b4,Tmsb4x,Actg1,Dock8,Gata3,Cxcr3,Spn,Coro1a,Arsb,Arpc2,Ctnna1,Cdc42,Pfn1,Cfl1,Rac2
CD4 Teff	TRUE	9.958855622703056e-4	107	174	18	0.10344827586206896	0.16822429906542055	GO:0032944	GO:BP	regulation of mononuclear cell proliferation	4972	8301	Lgals3,Ifng,Cd4,Cd28,Anxa1,Csf1,Cd6,Ccr2,Ndfip1,Cd40lg,Ctla4,Il2ra,Slamf1,Itgal,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	0.0010421208435425538	173	174	23	0.13218390804597702	0.1329479768786127	GO:0050867	GO:BP	positive regulation of cell activation	4972	13980	Lgals1,Ifng,Cd4,Cd28,Anxa1,Cd6,Thy1,Jund,Tnfsf11,Ccr2,Cd40lg,Adam8,Il2ra,Cd47,Actb,Cd5,Slamf1,Tbx21,Itgal,Dock8,Gata3,Spn,Coro1a
CD4 Teff	TRUE	0.0014576477029276105	122	174	19	0.10919540229885058	0.1557377049180328	GO:0005509	GO:MF	calcium ion binding	4972	1494	S100a4,S100a11,S100a6,S100a10,Iqgap1,Anxa1,Anxa2,Adgre5,Anxa6,S100a13,Anxa5,Adam8,Capn2,Lcp1,Syt11,Sdf4,Esyt1,Slc25a24,Myl6
CD4 Teff	TRUE	0.0016153821888778733	353	174	34	0.19540229885057472	0.09631728045325778	GO:0040012	GO:BP	regulation of locomotion	4972	10392	Vim,Lmna,Lgals3,S100a11,Ifng,Dusp1,Iqgap1,Anxa1,Rgcc,Csf1,Klf4,Myadm,Thy1,Ccr2,Anxa5,Adam8,Cd47,Slamf1,Zeb2,Atp2b4,Tmsb4x,Actg1,Dock8,Gata3,Cxcr3,Spn,Coro1a,Arsb,Arpc2,Ctnna1,Cdc42,Pfn1,Cfl1,Rac2
CD4 Teff	TRUE	0.0016391646873412282	462	174	40	0.22988505747126436	0.08658008658008658	GO:0016477	GO:BP	cell migration	4972	5318	Vim,Lmna,Lgals3,S100a11,Cd44,Ifng,Dusp1,Iqgap1,Anxa1,Plec,Rgcc,Csf1,Klf4,Anxa6,Myadm,Thy1,Tnfsf11,Ccr2,Adam8,Cd47,Slamf1,Zeb2,Atp2b4,Tbx21,Lcp1,Tmsb4x,Actg1,Itgal,Dock8,Gata3,Cxcr3,Spn,Coro1a,Arsb,Arpc2,Ctnna1,Cdc42,Pfn1,Cfl1,Rac2
CD4 Teff	TRUE	0.0020892189791022657	112	174	18	0.10344827586206896	0.16071428571428573	GO:0070663	GO:BP	regulation of leukocyte proliferation	4972	17047	Lgals3,Ifng,Cd4,Cd28,Anxa1,Csf1,Cd6,Ccr2,Ndfip1,Cd40lg,Ctla4,Il2ra,Slamf1,Itgal,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	0.0020903731196716836	305	174	31	0.1781609195402299	0.10163934426229508	GO:0005576	GO:CC	extracellular region	4972	198	S100a4,Lgals1,S100a11,Ahnak,S100a10,Ifng,Txn1,Clic1,Anxa1,Anxa2,Cd2,Csf1,S100a13,Tnfsf11,Ctsd,Anxa5,Ndfip1,H2-D1,Cd40lg,Cd47,Pgk1,Actg1,Cmtm7,Srgn,Fgl2,Spn,Metrnl,Mdfic,Itm2b,Pfn1,Cfl1
CD4 Teff	TRUE	0.002574972165462057	153	174	21	0.1206896551724138	0.13725490196078433	GO:0070661	GO:BP	leukocyte proliferation	4972	17045	Lgals3,Ifng,Cd4,Cd28,Anxa1,Tnfrsf4,Csf1,Cd6,Tnfsf11,Ccr2,Ndfip1,Cd40lg,Ctla4,Il2ra,Slamf1,Itgal,Dock8,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	0.003301212730605595	311	174	31	0.1781609195402299	0.09967845659163987	GO:0002521	GO:BP	leukocyte differentiation	4972	1057	Lgals1,Ifng,Id2,Cd4,Rbpj,Cd28,Anxa1,Anxa2,Csf1,Ucp2,Tnfsf11,Ccr2,Runx2,Ndfip1,Cd40lg,Adam8,Ctla4,Il2ra,Rora,Tspan2,Actb,Slamf1,Tbx21,Cdk6,Cd3g,Cmtm7,Igtp,Gata3,Fgl2,Spn,Laptm5
CD4 Teff	TRUE	0.0035428591229529193	230	174	26	0.14942528735632185	0.11304347826086956	GO:0030098	GO:BP	lymphocyte differentiation	4972	6991	Lgals1,Ifng,Id2,Cd4,Rbpj,Cd28,Anxa1,Ccr2,Runx2,Ndfip1,Cd40lg,Adam8,Ctla4,Il2ra,Rora,Actb,Slamf1,Tbx21,Cdk6,Cd3g,Cmtm7,Igtp,Gata3,Fgl2,Spn,Laptm5
CD4 Teff	TRUE	0.003927739493406402	104	174	17	0.09770114942528736	0.16346153846153846	GO:0050670	GO:BP	regulation of lymphocyte proliferation	4972	13860	Lgals3,Ifng,Cd4,Cd28,Anxa1,Cd6,Ccr2,Ndfip1,Cd40lg,Ctla4,Il2ra,Slamf1,Itgal,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	0.0044011272426685445	50	174	12	0.06896551724137931	0.24	GO:0042102	GO:BP	positive regulation of T cell proliferation	4972	10463	Ifng,Cd4,Cd28,Anxa1,Cd6,Ccr2,Cd40lg,Il2ra,Slamf1,Itgal,Spn,Coro1a
CD4 Teff	TRUE	0.005683025988173233	146	174	20	0.11494252873563218	0.136986301369863	GO:0032943	GO:BP	mononuclear cell proliferation	4972	8300	Lgals3,Ifng,Cd4,Cd28,Anxa1,Tnfrsf4,Csf1,Cd6,Ccr2,Ndfip1,Cd40lg,Ctla4,Il2ra,Slamf1,Itgal,Dock8,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	0.0059715246822649466	252	174	27	0.15517241379310345	0.10714285714285714	GO:1903131	GO:BP	mononuclear cell differentiation	4972	23716	Lgals1,Ifng,Id2,Cd4,Rbpj,Cd28,Anxa1,Csf1,Ccr2,Runx2,Ndfip1,Cd40lg,Adam8,Ctla4,Il2ra,Rora,Actb,Slamf1,Tbx21,Cdk6,Cd3g,Cmtm7,Igtp,Gata3,Fgl2,Spn,Laptm5
CD4 Teff	TRUE	0.006224948494889961	72	174	14	0.08045977011494253	0.19444444444444445	GO:0070665	GO:BP	positive regulation of leukocyte proliferation	4972	17049	Ifng,Cd4,Cd28,Anxa1,Csf1,Cd6,Ccr2,Cd40lg,Il2ra,Slamf1,Itgal,Spn,Coro1a,Rac2
CD4 Teff	TRUE	0.012914008557248429	330	174	31	0.1781609195402299	0.09393939393939393	GO:0030334	GO:BP	regulation of cell migration	4972	7095	Vim,Lmna,Lgals3,S100a11,Ifng,Dusp1,Iqgap1,Anxa1,Rgcc,Csf1,Klf4,Myadm,Thy1,Ccr2,Adam8,Cd47,Slamf1,Zeb2,Atp2b4,Tmsb4x,Actg1,Dock8,Gata3,Cxcr3,Spn,Coro1a,Arsb,Arpc2,Cdc42,Pfn1,Rac2
CD4 Teff	TRUE	0.015185955410351157	215	174	24	0.13793103448275862	0.11162790697674418	GO:0040017	GO:BP	positive regulation of locomotion	4972	10397	Lgals3,S100a11,Ifng,Iqgap1,Anxa1,Csf1,Myadm,Thy1,Ccr2,Adam8,Cd47,Slamf1,Tmsb4x,Actg1,Dock8,Gata3,Cxcr3,Spn,Coro1a,Arpc2,Cdc42,Pfn1,Cfl1,Rac2
CD4 Teff	TRUE	0.01573209183867526	141	174	19	0.10919540229885058	0.1347517730496454	GO:0046651	GO:BP	lymphocyte proliferation	4972	12912	Lgals3,Ifng,Cd4,Cd28,Anxa1,Tnfrsf4,Cd6,Ccr2,Ndfip1,Cd40lg,Ctla4,Il2ra,Slamf1,Itgal,Dock8,Spn,Coro1a,Laptm5,Rac2
CD4 Teff	TRUE	0.01573209183867526	141	174	19	0.10919540229885058	0.1347517730496454	GO:0003779	GO:MF	actin binding	4972	361	S100a4,Tagln2,Iqgap1,Plec,Anxa6,Capg,Hip1,Fxyd5,Cobll1,Lcp1,Tmsb4x,Tpm3,Wipf1,Coro1a,Arpc2,Ctnna1,Pfn1,Lsp1,Cfl1
CD4 Teff	TRUE	0.018381021082580117	427	174	36	0.20689655172413793	0.08430913348946135	GO:0008284	GO:BP	positive regulation of cell population proliferation	4972	3205	Vim,Ifng,Id2,Cd4,Rbpj,Cd28,Iqgap1,Anxa1,Anxa2,Crip2,Csf1,Cd6,Atf3,S100a13,Anp32b,Ccr2,Runx2,Cd40lg,Il2ra,Cd47,Actb,Slamf1,Zeb2,Cdk6,Itgal,Nptn,Trpv2,Cxcr3,Spn,Coro1a,Arsb,Arpc2,Cdc42,Pfn1,Cfl1,Rac2
CD4 Teff	TRUE	0.01839344660465879	67	174	13	0.07471264367816093	0.19402985074626866	GO:0032946	GO:BP	positive regulation of mononuclear cell proliferation	4972	8303	Ifng,Cd4,Cd28,Anxa1,Csf1,Cd6,Ccr2,Cd40lg,Il2ra,Slamf1,Itgal,Spn,Coro1a
CD4 Teff	TRUE	0.01913515803753228	250	174	26	0.14942528735632185	0.104	GO:0006954	GO:BP	inflammatory response	4972	2627	Lgals1,Ifng,Rbpj,Cd28,Anxa1,Tnfrsf4,Csf1,Cd6,Cxcr6,Tnfsf11,Ccr2,Ndfip1,Cd40lg,Adam8,Il2ra,Cd47,Rora,Tspan2,Slamf1,Zeb2,Syt11,Igtp,Gata3,Cxcr3,Spn,Metrnl
CD4 Teff	TRUE	0.020523190267348047	373	174	33	0.1896551724137931	0.08847184986595175	GO:0051241	GO:BP	negative regulation of multicellular organismal process	4972	14272	Lmna,Ifng,Id2,Rbpj,Samsn1,Atp2b1,Anxa1,Anxa2,Rgcc,Klf4,Thy1,Ccr2,Anxa5,Ndfip1,Ctla4,Il2ra,Slamf1,Pdcd1,Atp2b4,Tbx21,N4bp1,Cdk6,Pgk1,Syt11,Igtp,Nptn,Gata3,Srgn,Fgl2,Cxcr3,Spn,Ctnna1,Laptm5
CD4 Teff	TRUE	0.02621694728583974	160	174	20	0.11494252873563218	0.125	GO:0007015	GO:BP	actin filament organization	4972	2667	S100a10,Tagln2,Iqgap1,Plec,Rgcc,Myadm,Zyx,Cd47,Hip1,Zeb2,Lcp1,Tmsb4x,Actg1,Tpm3,Coro1a,Arpc2,Cdc42,Pfn1,Cfl1,Rac2
CD4 Teff	TRUE	0.026264145907464707	105	174	16	0.09195402298850575	0.1523809523809524	GO:0031589	GO:BP	cell-substrate adhesion	4972	7584	Lgals1,S100a10,Iqgap1,Csf1,Myadm,Thy1,Zyx,Adam8,Cdk6,Actg1,Itgal,Coro1a,Arpc2,Cdc42,Cfl1,Rac2
CD4 Teff	TRUE	0.03526830249537744	292	174	28	0.16091954022988506	0.0958904109589041	GO:0001817	GO:BP	regulation of cytokine production	4972	484	Ifng,Cd28,Iqgap1,Atp2b1,Anxa1,Rgcc,Cd2,Cd6,Klf4,S100a13,Gapdh,Ccr2,Ndfip1,Cd40lg,Adam8,Capn2,Cd47,Rora,Slamf1,Tbx21,N4bp1,Syt11,Igtp,Nptn,Gata3,Srgn,Spn,Laptm5
CD4 Teff	TRUE	0.03741879058738061	242	174	25	0.14367816091954022	0.10330578512396695	GO:0005615	GO:CC	extracellular space	4972	232	S100a4,Lgals1,S100a11,Ahnak,S100a10,Ifng,Clic1,Anxa1,Anxa2,Csf1,S100a13,Tnfsf11,Ctsd,Anxa5,H2-D1,Cd40lg,Cd47,Pgk1,Actg1,Cmtm7,Srgn,Fgl2,Spn,Metrnl,Itm2b
CD4 Teff	TRUE	0.037838350961299366	293	174	28	0.16091954022988506	0.09556313993174062	GO:0001816	GO:BP	cytokine production	4972	483	Ifng,Cd28,Iqgap1,Atp2b1,Anxa1,Rgcc,Cd2,Cd6,Klf4,S100a13,Gapdh,Ccr2,Ndfip1,Cd40lg,Adam8,Capn2,Cd47,Rora,Slamf1,Tbx21,N4bp1,Syt11,Igtp,Nptn,Gata3,Srgn,Spn,Laptm5
CD4 Teff	TRUE	0.03859509517626507	135	174	18	0.10344827586206896	0.13333333333333333	GO:0045121	GO:CC	membrane raft	4972	2135	Ahnak,S100a10,Cd4,Cd28,Iqgap1,Atp2b1,Anxa2,Cd2,Myadm,Thy1,Ctsd,Capn2,Slc2a3,Actb,Atp2b4,Pgk1,Lcp2,Ctnna1
